balotId,province,regency,district,sub_district,ballot_number,sliced_image_path,real_result
6171031001001,Kalimantan Barat,Kota Pontianak,Pontianak Barat,Pallima,01,../../data_election/digits/6171031001001/candidate2/digit3/Screenshot 2025-01-03 at 18.46.32.png,9
6171031001001,Kalimantan Barat,Kota Pontianak,Pontianak Barat,Pallima,01,../../data_election/digits/6171031001001/candidate3/digit2/Screenshot 2025-01-03 at 18.46.36.png,1
6171031001001,Kalimantan Barat,Kota Pontianak,Pontianak Barat,Pallima,01,../../data_election/digits/6171031001001/candidate3/digit3/Screenshot 2025-01-03 at 18.46.39.png,4
5205011001004,Nusa Tenggara Barat,Dompu,Dompu,Bada,04,../../data_election/digits/5205011001004/candidate1/digit1/Screenshot 2025-01-03 at 21.31.03.png,1
5205011001004,Nusa Tenggara Barat,Dompu,Dompu,Bada,04,../../data_election/digits/5205011001004/candidate1/digit2/Screenshot 2025-02-18 at 22.28.16.png,1
5205011001004,Nusa Tenggara Barat,Dompu,Dompu,Bada,04,../../data_election/digits/5205011001004/candidate1/digit3/Screenshot 2025-01-03 at 21.31.08.png,7
5205011001004,Nusa Tenggara Barat,Dompu,Dompu,Bada,04,../../data_election/digits/5205011001004/candidate2/digit1/Screenshot 2025-01-03 at 21.31.12.png,1
5205011001004,Nusa Tenggara Barat,Dompu,Dompu,Bada,04,../../data_election/digits/5205011001004/candidate2/digit2/Screenshot 2025-01-03 at 21.31.14.png,2
5205011001004,Nusa Tenggara Barat,Dompu,Dompu,Bada,04,../../data_election/digits/5205011001004/candidate2/digit3/Screenshot 2025-01-03 at 21.31.17.png,0
5205011001004,Nusa Tenggara Barat,Dompu,Dompu,Bada,04,../../data_election/digits/5205011001004/candidate3/digit3/Screenshot 2025-01-03 at 21.31.22.png,3
5304211001003,Nusa Tenggara Timur,Belu,Atambua Barat,Bardao,03,../../data_election/digits/5304211001003/candidate1/digit2/Screenshot 2025-01-03 at 21.45.49.png,2
5304211001003,Nusa Tenggara Timur,Belu,Atambua Barat,Bardao,03,../../data_election/digits/5304211001003/candidate1/digit3/Screenshot 2025-01-03 at 21.45.51.png,2
5304211001003,Nusa Tenggara Timur,Belu,Atambua Barat,Bardao,03,../../data_election/digits/5304211001003/candidate2/digit1/Screenshot 2025-01-03 at 21.45.55.png,1
5304211001003,Nusa Tenggara Timur,Belu,Atambua Barat,Bardao,03,../../data_election/digits/5304211001003/candidate2/digit2/Screenshot 2025-01-03 at 21.45.58.png,4
5304211001003,Nusa Tenggara Timur,Belu,Atambua Barat,Bardao,03,../../data_election/digits/5304211001003/candidate2/digit3/Screenshot 2025-01-03 at 21.46.00.png,2
5304211001003,Nusa Tenggara Timur,Belu,Atambua Barat,Bardao,03,../../data_election/digits/5304211001003/candidate3/digit2/Screenshot 2025-01-03 at 21.46.33.png,2
5304211001003,Nusa Tenggara Timur,Belu,Atambua Barat,Bardao,03,../../data_election/digits/5304211001003/candidate3/digit3/Screenshot 2025-01-03 at 21.46.36.png,8
1901062001001,Kepulauan Bangka Belitung,Bangka,Bakam,Bakam,01,../../data_election/digits/1901062001001/candidate1/digit1/Screenshot 2025-01-03 at 19.56.45.png,1
1901062001001,Kepulauan Bangka Belitung,Bangka,Bakam,Bakam,01,../../data_election/digits/1901062001001/candidate1/digit2/Screenshot 2025-01-03 at 19.56.49.png,1
1901062001001,Kepulauan Bangka Belitung,Bangka,Bakam,Bakam,01,../../data_election/digits/1901062001001/candidate1/digit3/Screenshot 2025-01-03 at 19.56.52.png,1
1901062001001,Kepulauan Bangka Belitung,Bangka,Bakam,Bakam,01,../../data_election/digits/1901062001001/candidate2/digit1/Screenshot 2025-01-03 at 19.56.57.png,1
1901062001001,Kepulauan Bangka Belitung,Bangka,Bakam,Bakam,01,../../data_election/digits/1901062001001/candidate2/digit2/Screenshot 2025-01-03 at 19.57.00.png,2
1901062001001,Kepulauan Bangka Belitung,Bangka,Bakam,Bakam,01,../../data_election/digits/1901062001001/candidate2/digit3/Screenshot 2025-01-03 at 19.57.03.png,2
1901062001001,Kepulauan Bangka Belitung,Bangka,Bakam,Bakam,01,../../data_election/digits/1901062001001/candidate3/digit2/Screenshot 2025-01-03 at 19.57.07.png,2
1901062001001,Kepulauan Bangka Belitung,Bangka,Bakam,Bakam,01,../../data_election/digits/1901062001001/candidate3/digit3/Screenshot 2025-01-03 at 19.57.10.png,9
7603021001001,Sulawesi Barat,Mamasa,Aralle,Aralle,01,../../data_election/digits/7603021001001/candidate1/digit2/Screenshot 2025-01-03 at 22.18.14.png,1
7603021001001,Sulawesi Barat,Mamasa,Aralle,Aralle,01,../../data_election/digits/7603021001001/candidate1/digit3/Screenshot 2025-01-03 at 22.18.16.png,0
7603021001001,Sulawesi Barat,Mamasa,Aralle,Aralle,01,../../data_election/digits/7603021001001/candidate2/digit1/Screenshot 2025-01-03 at 22.18.19.png,1
7603021001001,Sulawesi Barat,Mamasa,Aralle,Aralle,01,../../data_election/digits/7603021001001/candidate2/digit2/Screenshot 2025-01-03 at 22.18.21.png,3
7603021001001,Sulawesi Barat,Mamasa,Aralle,Aralle,01,../../data_election/digits/7603021001001/candidate2/digit3/Screenshot 2025-01-03 at 22.18.26.png,2
7603021001001,Sulawesi Barat,Mamasa,Aralle,Aralle,01,../../data_election/digits/7603021001001/candidate3/digit2/Screenshot 2025-01-03 at 22.18.29.png,2
7603021001001,Sulawesi Barat,Mamasa,Aralle,Aralle,01,../../data_election/digits/7603021001001/candidate3/digit3/Screenshot 2025-01-03 at 22.18.31.png,8
6111062002004,Kalimantan Barat,Kayong Utara,Kepulauan Karimata,Betok Jaya,04,../../data_election/digits/6111062002004/candidate1/digit2/Screenshot 2025-01-03 at 18.41.28.png,3
6111062002004,Kalimantan Barat,Kayong Utara,Kepulauan Karimata,Betok Jaya,04,../../data_election/digits/6111062002004/candidate1/digit3/Screenshot 2025-01-03 at 18.41.32.png,0
6111062002004,Kalimantan Barat,Kayong Utara,Kepulauan Karimata,Betok Jaya,04,../../data_election/digits/6111062002004/candidate2/digit2/Screenshot 2025-01-03 at 18.41.36.png,5
6111062002004,Kalimantan Barat,Kayong Utara,Kepulauan Karimata,Betok Jaya,04,../../data_election/digits/6111062002004/candidate2/digit3/Screenshot 2025-01-03 at 18.41.39.png,5
6111062002004,Kalimantan Barat,Kayong Utara,Kepulauan Karimata,Betok Jaya,04,../../data_election/digits/6111062002004/candidate3/digit3/Screenshot 2025-01-03 at 18.41.43.png,8
3174041003001,DKI Jakarta,Kota Administrasi Jakarta Selatan,Pasar Minggu,Cilandak Timur,01,../../data_election/digits/3174041003001/candidate1/digit1/Screenshot 2024-12-16 at 22.57.05.png,1
3174041003001,DKI Jakarta,Kota Administrasi Jakarta Selatan,Pasar Minggu,Cilandak Timur,01,../../data_election/digits/3174041003001/candidate1/digit2/Screenshot 2024-12-16 at 22.57.09.png,0
3174041003001,DKI Jakarta,Kota Administrasi Jakarta Selatan,Pasar Minggu,Cilandak Timur,01,../../data_election/digits/3174041003001/candidate1/digit3/Screenshot 2024-12-16 at 22.57.15.png,6
3174041003001,DKI Jakarta,Kota Administrasi Jakarta Selatan,Pasar Minggu,Cilandak Timur,01,../../data_election/digits/3174041003001/candidate2/digit2/Screenshot 2024-12-16 at 22.57.25.png,9
3174041003001,DKI Jakarta,Kota Administrasi Jakarta Selatan,Pasar Minggu,Cilandak Timur,01,../../data_election/digits/3174041003001/candidate2/digit3/Screenshot 2024-12-16 at 22.57.31.png,3
3174041003001,DKI Jakarta,Kota Administrasi Jakarta Selatan,Pasar Minggu,Cilandak Timur,01,../../data_election/digits/3174041003001/candidate3/digit2/Screenshot 2024-12-16 at 22.57.37.png,3
3174041003001,DKI Jakarta,Kota Administrasi Jakarta Selatan,Pasar Minggu,Cilandak Timur,01,../../data_election/digits/3174041003001/candidate3/digit3/Screenshot 2024-12-16 at 22.57.42.png,7
8272032008001,Maluku Utara,Kota Tidore Kepulauan,Oba,Bale,01,../../data_election/digits/8272032008001/candidate1/digit2/Screenshot 2025-01-03 at 21.13.05.png,5
8272032008001,Maluku Utara,Kota Tidore Kepulauan,Oba,Bale,01,../../data_election/digits/8272032008001/candidate1/digit3/Screenshot 2025-01-03 at 21.13.05.png,0
8272032008001,Maluku Utara,Kota Tidore Kepulauan,Oba,Bale,01,../../data_election/digits/8272032008001/candidate2/digit1/Screenshot 2025-01-03 at 21.13.09.png,1
8272032008001,Maluku Utara,Kota Tidore Kepulauan,Oba,Bale,01,../../data_election/digits/8272032008001/candidate2/digit2/Screenshot 2025-01-03 at 21.13.12.png,5
8272032008001,Maluku Utara,Kota Tidore Kepulauan,Oba,Bale,01,../../data_election/digits/8272032008001/candidate2/digit3/Screenshot 2025-01-03 at 21.13.15.png,3
8272032008001,Maluku Utara,Kota Tidore Kepulauan,Oba,Bale,01,../../data_election/digits/8272032008001/candidate3/digit2/Screenshot 2025-01-03 at 21.13.20.png,1
8272032008001,Maluku Utara,Kota Tidore Kepulauan,Oba,Bale,01,../../data_election/digits/8272032008001/candidate3/digit3/Screenshot 2025-01-03 at 21.13.23.png,4
7406052010001,Sulawesi Tenggara,Bombana,Kabaena,Rahadopi,01,../../data_election/digits/7406052010001/candidate1/digit2/Screenshot 2025-01-03 at 22.59.42.png,4
7406052010001,Sulawesi Tenggara,Bombana,Kabaena,Rahadopi,01,../../data_election/digits/7406052010001/candidate1/digit3/Screenshot 2025-01-03 at 22.59.44.png,7
7406052010001,Sulawesi Tenggara,Bombana,Kabaena,Rahadopi,01,../../data_election/digits/7406052010001/candidate2/digit1/Screenshot 2025-01-03 at 22.59.48.png,1
7406052010001,Sulawesi Tenggara,Bombana,Kabaena,Rahadopi,01,../../data_election/digits/7406052010001/candidate2/digit2/Screenshot 2025-01-03 at 22.59.51.png,1
7406052010001,Sulawesi Tenggara,Bombana,Kabaena,Rahadopi,01,../../data_election/digits/7406052010001/candidate2/digit3/Screenshot 2025-01-03 at 22.59.54.png,4
7406052010001,Sulawesi Tenggara,Bombana,Kabaena,Rahadopi,01,../../data_election/digits/7406052010001/candidate3/digit3/Screenshot 2025-01-03 at 22.59.57.png,4
7415011012001,Sulawesi Tenggara,Buton Selatan,Batuga,Bandar Batauga,01,../../data_election/digits/7415011012001/candidate1/digit2/Screenshot 2025-01-03 at 23.04.36.png,3
7415011012001,Sulawesi Tenggara,Buton Selatan,Batuga,Bandar Batauga,01,../../data_election/digits/7415011012001/candidate1/digit3/Screenshot 2025-01-03 at 23.04.39.png,6
7415011012001,Sulawesi Tenggara,Buton Selatan,Batuga,Bandar Batauga,01,../../data_election/digits/7415011012001/candidate2/digit1/Screenshot 2025-01-03 at 23.04.42.png,1
7415011012001,Sulawesi Tenggara,Buton Selatan,Batuga,Bandar Batauga,01,../../data_election/digits/7415011012001/candidate2/digit2/Screenshot 2025-01-03 at 23.04.45.png,3
7415011012001,Sulawesi Tenggara,Buton Selatan,Batuga,Bandar Batauga,01,../../data_election/digits/7415011012001/candidate2/digit3/Screenshot 2025-01-03 at 23.04.47.png,1
7415011012001,Sulawesi Tenggara,Buton Selatan,Batuga,Bandar Batauga,01,../../data_election/digits/7415011012001/candidate3/digit2/Screenshot 2025-01-03 at 23.04.52.png,2
7415011012001,Sulawesi Tenggara,Buton Selatan,Batuga,Bandar Batauga,01,../../data_election/digits/7415011012001/candidate3/digit3/Screenshot 2025-01-03 at 23.04.56.png,1
5302082007004,Nusa Tenggara Timur,Kab Timor Tengah Selatan,Amanatun Selatan,Sunu,04,../../data_election/digits/5302082007004/candidate1/digit3/Screenshot 2025-01-03 at 21.53.20.png,5
5302082007004,Nusa Tenggara Timur,Kab Timor Tengah Selatan,Amanatun Selatan,Sunu,04,../../data_election/digits/5302082007004/candidate2/digit1/Screenshot 2025-01-03 at 21.53.23.png,1
5302082007004,Nusa Tenggara Timur,Kab Timor Tengah Selatan,Amanatun Selatan,Sunu,04,../../data_election/digits/5302082007004/candidate2/digit2/Screenshot 2025-01-03 at 21.53.25.png,5
5302082007004,Nusa Tenggara Timur,Kab Timor Tengah Selatan,Amanatun Selatan,Sunu,04,../../data_election/digits/5302082007004/candidate2/digit3/Screenshot 2025-01-03 at 21.53.27.png,4
5302082007004,Nusa Tenggara Timur,Kab Timor Tengah Selatan,Amanatun Selatan,Sunu,04,../../data_election/digits/5302082007004/candidate3/digit2/Screenshot 2025-01-03 at 21.53.30.png,3
5302082007004,Nusa Tenggara Timur,Kab Timor Tengah Selatan,Amanatun Selatan,Sunu,04,../../data_election/digits/5302082007004/candidate3/digit3/Screenshot 2025-01-03 at 21.53.34.png,1
3201132001001,Jawa Barat,Bogor,Bojong Gede,Bojong Baru,01,../../data_election/digits/3201132001001/candidate1/digit2/Screenshot 2025-01-03 at 17.53.04.png,6
3201132001001,Jawa Barat,Bogor,Bojong Gede,Bojong Baru,01,../../data_election/digits/3201132001001/candidate1/digit3/Screenshot 2025-02-18 at 21.18.20.png,1
3201132001001,Jawa Barat,Bogor,Bojong Gede,Bojong Baru,01,../../data_election/digits/3201132001001/candidate2/digit2/Screenshot 2025-02-18 at 22.56.09.png,5
3201132001001,Jawa Barat,Bogor,Bojong Gede,Bojong Baru,01,../../data_election/digits/3201132001001/candidate2/digit3/Screenshot 2025-01-03 at 17.53.16.png,6
3201132001001,Jawa Barat,Bogor,Bojong Gede,Bojong Baru,01,../../data_election/digits/3201132001001/candidate3/digit3/Screenshot 2025-01-03 at 17.53.22.png,9
1804192004001,Lampung,Lampung Barat,Air Hitam,Gunungterang,01,../../data_election/digits/1804192004001/candidate1/digit2/Screenshot 2025-01-03 at 20.34.19.png,1
1804192004001,Lampung,Lampung Barat,Air Hitam,Gunungterang,01,../../data_election/digits/1804192004001/candidate1/digit3/Screenshot 2025-01-03 at 20.34.22.png,6
1804192004001,Lampung,Lampung Barat,Air Hitam,Gunungterang,01,../../data_election/digits/1804192004001/candidate2/digit1/Screenshot 2025-01-03 at 20.34.27.png,1
1804192004001,Lampung,Lampung Barat,Air Hitam,Gunungterang,01,../../data_election/digits/1804192004001/candidate2/digit2/Screenshot 2025-01-03 at 20.34.30.png,7
1804192004001,Lampung,Lampung Barat,Air Hitam,Gunungterang,01,../../data_election/digits/1804192004001/candidate2/digit3/Screenshot 2025-01-03 at 20.34.33.png,2
1804192004001,Lampung,Lampung Barat,Air Hitam,Gunungterang,01,../../data_election/digits/1804192004001/candidate3/digit2/Screenshot 2025-01-03 at 20.34.37.png,3
1804192004001,Lampung,Lampung Barat,Air Hitam,Gunungterang,01,../../data_election/digits/1804192004001/candidate3/digit3/Screenshot 2025-01-03 at 20.34.40.png,7
6474031001001,Kalimantan Timur,Kota Bontang,Bontang Barat,Belimbing,01,../../data_election/digits/6474031001001/candidate1/digit1/Screenshot 2025-01-03 at 19.31.51.png,1
6474031001001,Kalimantan Timur,Kota Bontang,Bontang Barat,Belimbing,01,../../data_election/digits/6474031001001/candidate1/digit2/Screenshot 2025-01-03 at 19.31.55.png,1
6474031001001,Kalimantan Timur,Kota Bontang,Bontang Barat,Belimbing,01,../../data_election/digits/6474031001001/candidate1/digit3/Screenshot 2025-01-03 at 19.31.59.png,3
6474031001001,Kalimantan Timur,Kota Bontang,Bontang Barat,Belimbing,01,../../data_election/digits/6474031001001/candidate2/digit2/Screenshot 2025-01-03 at 19.32.03.png,6
6474031001001,Kalimantan Timur,Kota Bontang,Bontang Barat,Belimbing,01,../../data_election/digits/6474031001001/candidate2/digit3/Screenshot 2025-01-03 at 19.32.07.png,4
6474031001001,Kalimantan Timur,Kota Bontang,Bontang Barat,Belimbing,01,../../data_election/digits/6474031001001/candidate3/digit2/Screenshot 2025-01-03 at 19.32.11.png,2
6474031001001,Kalimantan Timur,Kota Bontang,Bontang Barat,Belimbing,01,../../data_election/digits/6474031001001/candidate3/digit3/Screenshot 2025-01-03 at 19.32.16.png,7
3173021001001,DKI Jakarta,Kota Administrasi Jakarta Barat,Grogol Petamburan,Grogol,01,../../data_election/digits/3173021001001/candidate1/digit2/Screenshot 2024-12-16 at 22.10.40.png,7
3173021001001,DKI Jakarta,Kota Administrasi Jakarta Barat,Grogol Petamburan,Grogol,01,../../data_election/digits/3173021001001/candidate1/digit3/Screenshot 2024-12-16 at 22.10.47.png,6
3173021001001,DKI Jakarta,Kota Administrasi Jakarta Barat,Grogol Petamburan,Grogol,01,../../data_election/digits/3173021001001/candidate2/digit2/Screenshot 2024-12-16 at 22.10.58.png,9
3173021001001,DKI Jakarta,Kota Administrasi Jakarta Barat,Grogol Petamburan,Grogol,01,../../data_election/digits/3173021001001/candidate2/digit3/Screenshot 2024-12-16 at 22.11.03.png,8
3173021001001,DKI Jakarta,Kota Administrasi Jakarta Barat,Grogol Petamburan,Grogol,01,../../data_election/digits/3173021001001/candidate3/digit2/Screenshot 2024-12-16 at 22.11.08.png,4
3173021001001,DKI Jakarta,Kota Administrasi Jakarta Barat,Grogol Petamburan,Grogol,01,../../data_election/digits/3173021001001/candidate3/digit3/Screenshot 2024-12-16 at 22.11.13.png,4
3522132013001,Jawa Timur,Bojonegoro,Balen,Balenrejo,01,../../data_election/digits/3522132013001/candidate1/digit2/Screenshot 2025-01-03 at 18.28.11.png,2
3522132013001,Jawa Timur,Bojonegoro,Balen,Balenrejo,01,../../data_election/digits/3522132013001/candidate1/digit3/Screenshot 2025-01-03 at 18.28.16.png,5
3522132013001,Jawa Timur,Bojonegoro,Balen,Balenrejo,01,../../data_election/digits/3522132013001/candidate2/digit1/Screenshot 2025-01-03 at 18.28.20.png,1
3522132013001,Jawa Timur,Bojonegoro,Balen,Balenrejo,01,../../data_election/digits/3522132013001/candidate2/digit2/Screenshot 2025-01-03 at 18.28.25.png,7
3522132013001,Jawa Timur,Bojonegoro,Balen,Balenrejo,01,../../data_election/digits/3522132013001/candidate2/digit3/Screenshot 2025-01-03 at 18.28.29.png,9
3522132013001,Jawa Timur,Bojonegoro,Balen,Balenrejo,01,../../data_election/digits/3522132013001/candidate3/digit2/Screenshot 2025-01-03 at 18.28.33.png,2
3522132013001,Jawa Timur,Bojonegoro,Balen,Balenrejo,01,../../data_election/digits/3522132013001/candidate3/digit3/Screenshot 2025-01-03 at 18.28.37.png,0
3101021002005,DKI Jakarta,Administrasi Kepulauan Seribu Jakarta,Kepulaun Seribu Selatan,Pulau Tidung,05,../../data_election/digits/3101021002005/candidate1/digit1/Screenshot 2024-12-01 at 16.55.52.png,1
3101021002005,DKI Jakarta,Administrasi Kepulauan Seribu Jakarta,Kepulaun Seribu Selatan,Pulau Tidung,05,../../data_election/digits/3101021002005/candidate1/digit2/Screenshot 2024-12-01 at 16.55.56.png,1
3101021002005,DKI Jakarta,Administrasi Kepulauan Seribu Jakarta,Kepulaun Seribu Selatan,Pulau Tidung,05,../../data_election/digits/3101021002005/candidate1/digit3/Screenshot 2024-12-01 at 16.56.01.png,5
3101021002005,DKI Jakarta,Administrasi Kepulauan Seribu Jakarta,Kepulaun Seribu Selatan,Pulau Tidung,05,../../data_election/digits/3101021002005/candidate2/digit2/Screenshot 2024-12-01 at 16.56.30.png,7
3101021002005,DKI Jakarta,Administrasi Kepulauan Seribu Jakarta,Kepulaun Seribu Selatan,Pulau Tidung,05,../../data_election/digits/3101021002005/candidate2/digit3/Screenshot 2025-02-18 at 23.17.50.png,9
3101021002005,DKI Jakarta,Administrasi Kepulauan Seribu Jakarta,Kepulaun Seribu Selatan,Pulau Tidung,05,../../data_election/digits/3101021002005/candidate3/digit2/Screenshot 2024-12-01 at 16.57.48.png,1
3101021002005,DKI Jakarta,Administrasi Kepulauan Seribu Jakarta,Kepulaun Seribu Selatan,Pulau Tidung,05,../../data_election/digits/3101021002005/candidate3/digit3/Screenshot 2025-02-18 at 22.08.09.png,6
3172061003001,DKI Jakarta,Kota Administrasi Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,01,../../data_election/digits/3172061003001/candidate1/digit2/Screenshot 2024-12-16 at 23.27.51.png,8
3172061003001,DKI Jakarta,Kota Administrasi Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,01,../../data_election/digits/3172061003001/candidate1/digit3/Screenshot 2024-12-16 at 23.27.56.png,4
3172061003001,DKI Jakarta,Kota Administrasi Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,01,../../data_election/digits/3172061003001/candidate2/digit1/Screenshot 2024-12-16 at 23.28.00.png,1
3172061003001,DKI Jakarta,Kota Administrasi Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,01,../../data_election/digits/3172061003001/candidate2/digit2/Screenshot 2024-12-16 at 23.28.07.png,0
3172061003001,DKI Jakarta,Kota Administrasi Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,01,../../data_election/digits/3172061003001/candidate2/digit3/Screenshot 2024-12-16 at 23.28.11.png,2
3172061003001,DKI Jakarta,Kota Administrasi Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,01,../../data_election/digits/3172061003001/candidate3/digit2/Screenshot 2024-12-16 at 23.28.17.png,2
3172061003001,DKI Jakarta,Kota Administrasi Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,01,../../data_election/digits/3172061003001/candidate3/digit3/Screenshot 2024-12-16 at 23.28.22.png,3
7110022005001,Sulawesi Utara,Bolaang Mongondow Timur,Kotabunan,Bukaka,01,../../data_election/digits/7110022005001/candidate1/digit2/Screenshot 2025-01-03 at 23.19.27.png,4
7110022005001,Sulawesi Utara,Bolaang Mongondow Timur,Kotabunan,Bukaka,01,../../data_election/digits/7110022005001/candidate1/digit3/Screenshot 2025-01-03 at 23.19.32.png,1
7110022005001,Sulawesi Utara,Bolaang Mongondow Timur,Kotabunan,Bukaka,01,../../data_election/digits/7110022005001/candidate2/digit1/Screenshot 2025-01-03 at 23.19.36.png,1
7110022005001,Sulawesi Utara,Bolaang Mongondow Timur,Kotabunan,Bukaka,01,../../data_election/digits/7110022005001/candidate2/digit2/Screenshot 2025-01-03 at 23.19.38.png,2
7110022005001,Sulawesi Utara,Bolaang Mongondow Timur,Kotabunan,Bukaka,01,../../data_election/digits/7110022005001/candidate2/digit3/Screenshot 2025-01-03 at 23.19.41.png,3
7110022005001,Sulawesi Utara,Bolaang Mongondow Timur,Kotabunan,Bukaka,01,../../data_election/digits/7110022005001/candidate3/digit3/Screenshot 2025-01-03 at 23.19.44.png,9
3525022005001,Jawa Timur,Gresik,Balonpanggang,Babatan,01,../../data_election/digits/3525022005001/candidate1/digit2/Screenshot 2025-01-03 at 18.33.23.png,4
3525022005001,Jawa Timur,Gresik,Balonpanggang,Babatan,01,../../data_election/digits/3525022005001/candidate1/digit3/Screenshot 2025-01-03 at 18.33.27.png,3
3525022005001,Jawa Timur,Gresik,Balonpanggang,Babatan,01,../../data_election/digits/3525022005001/candidate2/digit1/Screenshot 2025-01-03 at 18.33.31.png,1
3525022005001,Jawa Timur,Gresik,Balonpanggang,Babatan,01,../../data_election/digits/3525022005001/candidate2/digit2/Screenshot 2025-01-03 at 18.33.39.png,8
3525022005001,Jawa Timur,Gresik,Balonpanggang,Babatan,01,../../data_election/digits/3525022005001/candidate2/digit3/Screenshot 2025-01-03 at 18.33.43.png,5
3525022005001,Jawa Timur,Gresik,Balonpanggang,Babatan,01,../../data_election/digits/3525022005001/candidate3/digit2/Screenshot 2025-01-03 at 18.33.47.png,2
3525022005001,Jawa Timur,Gresik,Balonpanggang,Babatan,01,../../data_election/digits/3525022005001/candidate3/digit3/Screenshot 2025-01-03 at 18.33.51.png,7
1771021027001,Bengkulu,Kota Bengkulu,Gading Cempaka,Cempaka Permai,01,../../data_election/digits/1771021027001/candidate1/digit2/Screenshot 2024-12-25 at 16.40.19.png,6
1771021027001,Bengkulu,Kota Bengkulu,Gading Cempaka,Cempaka Permai,01,../../data_election/digits/1771021027001/candidate1/digit3/Screenshot 2024-12-25 at 16.40.23.png,3
1771021027001,Bengkulu,Kota Bengkulu,Gading Cempaka,Cempaka Permai,01,../../data_election/digits/1771021027001/candidate2/digit1/Screenshot 2025-02-18 at 21.48.12.png,1
1771021027001,Bengkulu,Kota Bengkulu,Gading Cempaka,Cempaka Permai,01,../../data_election/digits/1771021027001/candidate2/digit2/Screenshot 2024-12-25 at 16.40.33.png,3
1771021027001,Bengkulu,Kota Bengkulu,Gading Cempaka,Cempaka Permai,01,../../data_election/digits/1771021027001/candidate2/digit3/Screenshot 2024-12-25 at 16.40.37.png,5
1771021027001,Bengkulu,Kota Bengkulu,Gading Cempaka,Cempaka Permai,01,../../data_election/digits/1771021027001/candidate3/digit2/Screenshot 2024-12-25 at 16.40.41.png,1
1771021027001,Bengkulu,Kota Bengkulu,Gading Cempaka,Cempaka Permai,01,../../data_election/digits/1771021027001/candidate3/digit3/Screenshot 2024-12-25 at 16.40.48.png,3
3207372002002,Jawa Barat,Ciamis,Banjaranyar,Banjaranyar,01,../../data_election/digits/3207372002002/candidate1/digit2/Screenshot 2025-02-18 at 22.03.54.png,3
3207372002002,Jawa Barat,Ciamis,Banjaranyar,Banjaranyar,01,../../data_election/digits/3207372002002/candidate1/digit3/Screenshot 2025-01-03 at 17.55.47.png,9
3207372002002,Jawa Barat,Ciamis,Banjaranyar,Banjaranyar,01,../../data_election/digits/3207372002002/candidate2/digit1/Screenshot 2025-02-18 at 22.55.47.png,1
3207372002002,Jawa Barat,Ciamis,Banjaranyar,Banjaranyar,01,../../data_election/digits/3207372002002/candidate2/digit2/Screenshot 2025-01-03 at 17.55.56.png,0
3207372002002,Jawa Barat,Ciamis,Banjaranyar,Banjaranyar,01,../../data_election/digits/3207372002002/candidate2/digit3/Screenshot 2025-01-03 at 17.56.01.png,8
3207372002002,Jawa Barat,Ciamis,Banjaranyar,Banjaranyar,01,../../data_election/digits/3207372002002/candidate3/digit2/Screenshot 2025-01-03 at 17.56.07.png,2
